,Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary,Country,Salary_Amount,Salary_Currency,Salary_USD
4925,Reem Sami,Reem,Sami,F,1998-06-28,2017-10-19,reem.sami@gmail.com,27,8,Muscat,Engineer,S,Bachelor,7763.92 CAD,Oman,7763,CAD,5666.99
4926,Nada Khaled,Nada,Khaled,F,2004-12-07,2022-10-04,nkhaled@gmail.com,21,3,Tokyo,Business Analyst,M,High School,59570.0 EGP,Japan,59570,EGP,1906.24
4927,Mariam Wael,Mariam,Wael,F,1994-02-06,2016-11-12,mariam.wael@gmail.com,31,9,Doha,Dentist,M,Bachelor,7301.08 CAD,Qatar,7301,CAD,5329.73
4928,Maha Amr,Maha,Amr,F,1998-11-05,2016-04-03,maha.amr@gmail.com,27,9,Beirut,Teacher,S,High School,6693.83 AUD,Lebanon,6693,AUD,4350.45
4929,Menna Mahmoud,Menna,Mahmoud,F,1977-11-01,2009-10-10,menna.mahmoud@gmail.com,48,16,Beirut,Engineer,M,Masters,9741.25 AUD,Lebanon,9741,AUD,6331.65
4930,Sahar Bassem,Sahar,Bassem,F,2002-04-25,2023-12-13,sbassem@gmail.com,23,2,Kuwait City,Nurse,M,Bachelor,52378.0 CAD,Kuwait,52378,CAD,38235.94
4931,Wafaa Osama,Wafaa,Osama,F,1974-02-22,1992-12-31,wosama@gmail.com,51,33,Bangkok,Data Scientist,M,Diploma,11563.0 EUR,Thailand,11563,EUR,12372.41
4932,Saad Hussein,Saad,Hussein,M,1980-03-04,2008-04-16,saad.hussein@gmail.com,45,17,Sydney,Teacher,S,High School,8906.75 EGP,Australia,8906,EGP,284.99
4933,Lobna Omar,Lobna,Omar,F,1983-02-05,2020-09-23,lobna.omar@gmail.com,42,5,Toronto,Architect,M,Bachelor,81795.0 USD,Canada,81795,USD,81795.0
4934,Kareem Ayman,Kareem,Ayman,M,1982-05-22,2016-09-21,kareem.ayman@gmail.com,43,9,New York,Nurse,S,Diploma,6620.75 GBP,United States,6620,GBP,8275.0
4935,Sahar Kareem,Sahar,Kareem,F,1980-02-12,1998-05-30,skareem@gmail.com,45,27,Mansoura,Engineer,M,High School,8849.67 CAD,Egypt,8849,CAD,6459.77
4936,Omar Bassem,Omar,Bassem,M,1996-04-27,2024-04-29,omar.bassem@gmail.com,29,1,Muscat,Lawyer,M,PhD,63824.48111111111 AUD,Oman,63824,AUD,41485.6
4937,Sana Ayman,Sana,Ayman,F,1991-07-16,2019-06-29,sayman@gmail.com,34,6,Dammam,Financial Analyst,M,Bachelor,74921.0 EUR,Saudi Arabia,74921,EUR,80165.47
4938,Nour Latif,Nour,Latif,F,1980-02-19,2003-03-03,nour.latif@gmail.com,45,22,London,Accountant,S,High School,133033.0 CAD,United Kingdom,133033,CAD,97114.09
4939,Hala Kareem,Hala,Kareem,F,1997-07-13,2016-11-09,hkareem@gmail.com,28,9,Toronto,Nurse,M,Bachelor,81653.0 CAD,Canada,81653,CAD,59606.69
4940,Menna Tamer,Menna,Tamer,F,1970-09-02,2010-11-02,menna.tamer@gmail.com,55,15,Mexico City,Engineer,M,Bachelor,116975.0 EUR,Mexico,116975,EUR,125163.25
4941,Sahar Nabil,Sahar,Nabil,F,1999-02-02,2018-08-28,sahar.nabil@gmail.com,26,7,Mexico City,Financial Analyst,M,Diploma,6887.5 JPY,Mexico,6887,JPY,45.45
4942,Adel Mostafa,Adel,Mostafa,M,2000-12-05,2020-11-26,amostafa@gmail.com,25,5,Los Angeles,Doctor,M,High School,77639.0 EUR,United States,77639,EUR,83073.73
4943,Hanan Eslam,Hanan,Eslam,F,1992-10-03,2025-05-12,hanan.eslam@gmail.com,33,0,Dammam,Architect,M,Bachelor,59890.666621621625 USD,Saudi Arabia,59890,USD,59890.0
4944,Sahar Khalil,Sahar,Khalil,F,1998-04-15,2022-07-10,sahar.khalil@gmail.com,27,3,Mansoura,Architect,M,Master,5217.58 EGP,Egypt,5217,EGP,166.94
4945,Zaki Waleed,Zaki,Waleed,M,2006-10-06,2024-04-13,zaki.waleed@gmail.com,18,1,São Paulo,Civil Engineer,M,Masters,70896.07444444444 AUD,Brazil,70896,AUD,46082.4
4946,Menna Omar,Menna,Omar,F,2006-09-05,2025-11-14,momar@gmail.com,18,0,Berlin,Lawyer,M,High School,69993.14103448276 JPY,Germany,69993,JPY,461.95
4947,Medhat Fouad,Medhat,Fouad,M,2003-05-02,2025-05-01,medhat.fouad@gmail.com,22,1,Cairo,Sales Manager,M,Diploma,55354.06671428571 GBP,Egypt,55354,GBP,69192.5
4948,Rafik Kareem,Rafik,Kareem,M,1993-06-12,2017-01-20,rafik.kareem@gmail.com,32,9,Riyadh,Sales Manager,M,Bachelor,6811.33 AUD,Saudi Arabia,6811,AUD,4427.15
4949,Galal Mahmoud,Galal,Mahmoud,M,1992-06-14,2016-01-14,galal.mahmoud@gmail.com,33,10,Los Angeles,Accountant,M,High School,141256.0 GBP,United States,141256,GBP,176570.0
4950,Lina Nader,Lina,Nader,F,1982-02-08,2021-10-13,lina.nader@gmail.com,43,4,Mansoura,Software Developer,M,Bachelor,4699.33 JPY,Egypt,4699,JPY,31.01
4951,Sherif Hany,Sherif,Hany,M,2005-04-13,2023-08-19,sherif.hany@gmail.com,20,2,São Paulo,Nurse,S,Bachelor,4361.83 JPY,Brazil,4361,JPY,28.78
4952,Fouad Tawfik,Fouad,Tawfik,M,1973-06-11,2014-03-17,ftawfik@gmail.com,52,11,Beirut,Electrical Engineer,M,Masters,11445.83 EGP,Lebanon,11445,EGP,366.24
4953,Nada Hassan,Nada,Hassan,F,1991-04-06,2020-05-13,nhassan@gmail.com,34,5,Tokyo,Sales Manager,S,PhD,8262.5 JPY,Japan,8262,JPY,54.53
4954,Asmaa Hussein,Asmaa,Hussein,F,1988-04-03,2022-09-04,ahussein@gmail.com,37,3,Buenos Aires,Nurse,M,Diploma,4195.0 EUR,Argentina,4195,EUR,4488.65
4955,Dina Jamal,Dina,Jamal,F,1966-02-23,1992-03-20,dina.jamal@gmail.com,59,33,Mumbai,Sales Manager,M,High School,11793.25 GBP,India,11793,GBP,14741.25
4956,Waleed Fady,Waleed,Fady,M,1979-09-16,2003-03-22,wfady@gmail.com,46,22,Beijing,Mechanical Engineer,M,PhD,8864.17 USD,China,8864,USD,8864.0
4958,Yasmeen Ahmed,Yasmeen,Ahmed,F,1971-05-08,2002-12-29,yasmeen.ahmed@gmail.com,54,23,Buenos Aires,Teacher,M,Diploma,112913.0 EUR,Argentina,112913,EUR,120816.91
4959,Amira Jamal,Amira,Jamal,F,1982-06-03,2015-08-22,ajamal@gmail.com,43,10,Alexandria,Sales Manager,S,Bachelor,143692.0 EUR,Egypt,143692,EUR,153750.44
4960,Yahya Waleed,Yahya,Waleed,M,2005-10-21,2023-08-04,ywaleed@gmail.com,20,2,Dubai,Teacher,M,Diploma,5704.67 CAD,United Arab Emirates,5704,CAD,4163.92
4961, Amal Hesham ,Amal,Hesham,F,1965-07-24,1997-01-08,amal.hesham@gmail.com,59,28,Jeddah,Graphic Designer,M,Master,144058.0 EGP,Saudi Arabia,144058,EGP,4609.86
4962,Sami Wahid,Sami,Wahid,M,1968-12-12,2015-12-12,swahid@gmail.com,56,10,Amman,Graphic Designer,M,PhD,11783.83 USD,Jordan,11783,USD,11783.0
4963,Lina Amr,Lina,Amr,F,1998-07-05,2023-09-16,lamr@gmail.com,27,2,Doha,Engineer,S,Bachelor,4669.75 CAD,Qatar,4669,CAD,3408.37
4964,Mounir Youssef,Mounir,Youssef,M,1990-02-22,2010-04-28,mounir.youssef@gmail.com,35,15,Bangkok,Teacher,S,Bachelor,139046.0 CAD,Thailand,139046,CAD,101503.58
4965,Zaki Abdelrahman,Zaki,Abdelrahman,M,2004-10-16,2023-08-06,zabdelrahman@gmail.com,21,2,Los Angeles,Data Scientist,M,Bachelor,59434.0 CAD,United States,59434,CAD,43386.82
4966,Latif Ali,Latif,Ali,M,1994-01-16,2016-07-27,lali@gmail.com,31,9,Amman,Graphic Designer,S,Bachelor,80226.0 JPY,Jordan,80226,JPY,529.49
4967,Mostafa Tarek,Mostafa,Tarek,M,1982-10-11,2006-05-27,mostafa.tarek@gmail.com,43,19,Kuwait City,Sales Manager,S,PhD,12416.42 AUD,Kuwait,12416,AUD,8070.4
4968,Hesham Zaki,Hesham,Zaki,M,1977-05-18,2010-07-05,hesham.zaki@gmail.com,48,15,Seoul,Civil Engineer,S,Bachelor,140338.0 CAD,South Korea,140338,CAD,102446.74
4969,Tawfik Tamer,Tawfik,Tamer,M,1968-03-15,2005-05-04,tawfik.tamer@gmail.com,57,20,Los Angeles,Accountant,S,Diploma,12262.0 EGP,United States,12262,EGP,392.38
4970,Yasmeen Waleed,Yasmeen,Waleed,F,1982-11-03,2020-02-04,yasmeen.waleed@gmail.com,43,6,Mansoura,Business Analyst,M,Bachelor,7438.42 GBP,Egypt,7438,GBP,9297.5
4971,Lina Youssef,Lina,Youssef,F,1992-07-17,2018-10-02,lina.youssef@gmail.com,33,8,Jeddah,Dentist,S,Master,8024.0 GBP,Saudi Arabia,8024,GBP,10030.0
4972,Eslam Kareem,Eslam,Kareem,M,2000-12-27,2024-12-02,ekareem@gmail.com,25,1,New York,Electrical Engineer,M,PhD,51182.0306122449 CAD,United States,51182,CAD,37362.86
4973,Radwa Hamza,Radwa,Hamza,F,1987-03-10,2023-03-23,radwa.hamza@gmail.com,38,2,New York,Architect,S,High School,4574.5 GBP,United States,4574,GBP,5717.5
4974,Zainab Fouad,Zainab,Fouad,F,1977-01-11,1995-04-23,zfouad@gmail.com,48,30,Rabat,Nurse,M,Masters,149811.0 CAD,Morocco,149811,CAD,109362.03
4975,Mostafa Tawfik,Mostafa,Tawfik,M,1997-06-26,2021-03-21,mostafa.tawfik@gmail.com,28,4,Sydney,Accountant,M,Diploma,50807.0 JPY,Australia,50807,JPY,335.33
4976,Hamza Zaki,Hamza,Zaki,M,1999-03-24,2025-06-26,hamza.zaki@gmail.com,26,0,Bangkok,Business Analyst,S,Bachelor,62550.936799999996 GBP,Thailand,62550,GBP,78187.5
4977,Salma Mahmoud,Salma,Mahmoud,F,1989-03-01,2014-08-31,salma.mahmoud@gmail.com,36,11,Sharjah,Sales Manager,M,Bachelor,139788.0 EGP,United Arab Emirates,139788,EGP,4473.22
4978,Ghada Amr,Ghada,Amr,F,1968-09-20,2015-08-14,ghada.amr@gmail.com,56,10,Berlin,Software Developer,M,High School,126948.0 USD,Germany,126948,USD,126948.0
4979,Hatem Wael,Hatem,Wael,M,1999-10-27,2024-09-14,hwael@gmail.com,26,1,Doha,Teacher,M,Bachelor,52856.911612903226 USD,Qatar,52856,USD,52856.0
4980,Rania Ibrahim,Rania,Ibrahim,F,1973-08-11,2024-08-13,ribrahim@gmail.com,52,1,New York,Engineer,S,Bachelor,61528.4075 CAD,United States,61528,CAD,44915.44
4981,Fatima Adel,Fatima,Adel,F,1983-01-06,2014-03-25,fatima.adel@gmail.com,42,11,New York,Graphic Designer,S,Masters,132310.0 CAD,United States,132310,CAD,96586.3
4982,Samar Tawfik,Samar,Tawfik,F,1986-01-02,2016-05-06,samar.tawfik@gmail.com,39,9,Kuwait City,Electrical Engineer,S,Diploma,6960.67 CAD,Kuwait,6960,CAD,5080.8
4984, Ihab Ibrahim ,Ihab,Ibrahim,M,1993-12-27,2015-07-02,ihab.ibrahim@gmail.com,32,10,Cape Town,Doctor,S,PhD,11915.75 GBP,South Africa,11915,GBP,14893.75
4985,Khalil Nabil,Khalil,Nabil,M,1991-08-10,2022-12-26,knabil@gmail.com,34,3,Muscat,Teacher,S,Bachelor,4656.5 JPY,Oman,4656,JPY,30.73
4986,Hesham Hamza,Hesham,Hamza,M,2006-08-18,2024-04-17,hhamza@gmail.com,18,1,Buenos Aires,Electrical Engineer,S,Bachelor,56947.8192 AUD,Argentina,56947,AUD,37015.55
4987,Amira Ayman,Amira,Ayman,F,1987-03-27,2018-02-17,amira.ayman@gmail.com,38,7,Jeddah,Financial Analyst,M,Masters,81711.0 GBP,Saudi Arabia,81711,GBP,102138.75
4988,Lina Ziad,Lina,Ziad,F,1999-01-05,2023-05-13,lina.ziad@gmail.com,26,2,Alexandria,Architect,M,Diploma,5494.0 CAD,Egypt,5494,CAD,4010.62
4989,Nada Tamer,Nada,Tamer,F,1991-09-28,2024-03-19,nada.tamer@gmail.com,34,1,Muscat,Business Analyst,S,Bachelor,54463.958 AUD,Oman,54463,AUD,35400.95
4990,Fatima Wael,Fatima,Wael,F,1972-10-18,2019-03-17,fatima.wael@gmail.com,53,6,Rabat,Business Analyst,M,High School,88546.0 USD,Morocco,88546,USD,88546.0
4991,Fatima Hossam,Fatima,Hossam,F,1980-04-21,1999-08-05,fatima.hossam@gmail.com,45,26,Riyadh,Mechanical Engineer,S,PhD,10235.75 EUR,Saudi Arabia,10235,EUR,10951.45
4992,Hany Adel,Hany,Adel,M,1994-01-28,2021-05-07,hany.adel@gmail.com,31,4,Dubai,Doctor,M,Bachelor,52125.0 AUD,United Arab Emirates,52125,AUD,33881.25
4993,Maha Ihab,Maha,Ihab,F,2005-05-25,2024-06-03,maha.ihab@gmail.com,20,1,Kuwait City,Lawyer,M,Master,47192.212592592594 CAD,Kuwait,47192,CAD,34450.16
4994,Lobna Hussein,Lobna,Hussein,F,1975-11-13,2007-01-28,lhussein@gmail.com,50,19,Bangkok,Accountant,M,High School,106191.0 AUD,Thailand,106191,AUD,69024.15
4995,Sahar Ashraf,Sahar,Ashraf,F,1970-09-10,2012-05-28,sahar.ashraf@gmail.com,55,13,New York,Data Scientist,M,Bachelor,116434.0 USD,United States,116434,USD,116434.0
4997,Latif Hussein,Latif,Hussein,M,1986-02-14,2015-03-27,latif.hussein@gmail.com,39,10,Mexico City,Teacher,S,High School,9659.42 JPY,Mexico,9659,JPY,63.75
4999,Rania Eslam,Rania,Eslam,F,1993-06-19,2015-12-04,rania.eslam@gmail.com,32,10,New York,Architect,M,PhD,129649.0 CAD,United States,129649,CAD,94643.77
5000,Heba Adel,Heba,Adel,F,1974-11-14,2002-10-31,heba.adel@gmail.com,51,23,Toronto,Lawyer,M,Diploma,12380.25 EUR,Canada,12380,EUR,13246.6
5001,Kamal Adel,Kamal,Adel,M,1991-10-18,2016-07-06,kadel@gmail.com,34,9,Abu Dhabi,Electrical Engineer,M,Diploma,83944.0 EUR,United Arab Emirates,83944,EUR,89820.08
5002,Ayman Nashaat,Ayman,Nashaat,M,2007-06-18,2025-12-19,anashaat@gmail.com,17,0,Paris,Lawyer,S,Diploma,46538.91068965517 EUR,France,46538,EUR,49795.66
5003,Rafik Zaki,Rafik,Zaki,M,1976-05-10,2020-08-20,rafik.zaki@gmail.com,49,5,São Paulo,Business Analyst,S,Diploma,6846.58 AUD,Brazil,6846,AUD,4449.9
5004,Adel Medhat,Adel,Medhat,M,1992-06-01,2011-08-25,adel.medhat@gmail.com,33,14,Buenos Aires,Nurse,S,Bachelor,149529.0 AUD,Argentina,149529,AUD,97193.85
5005,Youssef Kamal,Youssef,Kamal,M,1987-10-27,2005-05-17,youssef.kamal@gmail.com,38,20,Beijing,Business Analyst,M,High School,9479.25 AUD,China,9479,AUD,6161.35
5006,Ibrahim Tawfik,Ibrahim,Tawfik,M,1972-01-14,2003-09-17,ibrahim.tawfik@gmail.com,53,22,Tokyo,Software Developer,M,Bachelor,145789.0 EUR,Japan,145789,EUR,155994.23
5007,Menna Hussein,Menna,Hussein,F,1998-11-09,2017-02-18,menna.hussein@gmail.com,27,8,Sharjah,Sales Manager,M,Bachelor,7278.5 GBP,United Arab Emirates,7278,GBP,9097.5
5008,Dina Mahmoud,Dina,Mahmoud,F,2002-12-08,2021-08-15,dmahmoud@gmail.com,23,4,Mansoura,Mechanical Engineer,M,Master,58055.0 GBP,Egypt,58055,GBP,72568.75
5009,Mariam Ihab,Mariam,Ihab,F,1980-12-20,2024-03-27,mariam.ihab@gmail.com,45,1,Cape Town,Civil Engineer,S,Bachelor,53032.605161290325 AUD,South Africa,53032,AUD,34470.8
5010,Salma Ali,Salma,Ali,F,1996-03-26,2014-09-24,sali@gmail.com,29,11,Kuwait City,Dentist,M,Masters,133154.0 USD,Kuwait,133154,USD,133154.0
5011,Esraa Tamer,Esraa,Tamer,F,2004-08-07,2022-05-18,etamer@gmail.com,21,3,Berlin,Nurse,S,PhD,4626.25 EGP,Germany,4626,EGP,148.03
5012, Yahya Jamal ,Yahya,Jamal,M,2006-01-19,2025-02-22,yahya.jamal@gmail.com,19,0,Buenos Aires,Teacher,S,Diploma,69325.54227272727 AUD,Argentina,69325,AUD,45061.25
5014,Amira Zaki,Amira,Zaki,F,1974-05-06,1999-09-30,amira.zaki@gmail.com,51,26,London,Lawyer,M,Masters,138861.0 JPY,United Kingdom,138861,JPY,916.48
5015,Zainab Hamza,Zainab,Hamza,F,1965-05-11,2022-07-31,zainab.hamza@gmail.com,60,3,Kuwait City,Sales Manager,S,Master,4609.67 AUD,Kuwait,4609,AUD,2995.85
5017,Dina Jamal,Dina,Jamal,F,1965-03-24,2000-09-10,dina.jamal@gmail.com,60,25,New York,Doctor,M,Bachelor,10056.67 USD,United States,10056,USD,10056.0
5018,Jamal Mounir&,Jamal,Mounir,M,1968-06-17,1996-07-25,jmounir@gmail.com,56,29,Seoul,Software Developer,S,High School,134230.0 JPY,South Korea,134230,JPY,885.92
5019,Rafik Ali,Rafik,Ali,M,1965-05-09,2022-02-06,rali@gmail.com,60,4,Riyadh,Dentist,M,Master,4375.17 EUR,Saudi Arabia,4375,EUR,4681.25
5020, Kareem Sherif ,Kareem,Sherif,M,1983-09-26,2002-02-12,ksherif@gmail.com,42,24,Rabat,Accountant,M,Masters,10587.42 EGP,Morocco,10587,EGP,338.78
5021,Fouad Latif,Fouad,Latif,M,1968-11-01,1996-01-07,fouad.latif@gmail.com,56,30,Amman,Doctor,S,Bachelor,119485.0 USD,Jordan,119485,USD,119485.0
5022,Nashaat Yahya,Nashaat,Yahya,M,1990-11-06,2024-01-30,nashaat.yahya@gmail.com,35,2,Amman,Accountant,S,Bachelor,61932.0 USD,Jordan,61932,USD,61932.0
5023,Medhat Abdullah,Medhat,Abdullah,M,1997-01-12,2021-07-19,medhat.abdullah@gmail.com,28,4,Berlin,Electrical Engineer,M,Bachelor,5437.92 EUR,Germany,5437,EUR,5817.59
5024,Salma Wahid,Salma,Wahid,F,1972-05-20,2020-08-29,salma.wahid@gmail.com,53,5,Doha,Pharmacist,S,Master,6571.92 EGP,Qatar,6571,EGP,210.27
5025,Menna Ziad,Menna,Ziad,F,1985-06-26,2006-05-12,menna.ziad@gmail.com,40,19,Alexandria,Financial Analyst,S,Diploma,115780.0 GBP,Egypt,115780,GBP,144725.0
5026,Ruqayya Abdullah,Ruqayya,Abdullah,F,1993-02-22,2014-07-12,ruqayya.abdullah@gmail.com,32,11,Cairo,Sales Manager,S,Masters,119722.0 USD,Egypt,119722,USD,119722.0
5027,Hossam Hatem,Hossam,Hatem,M,1968-10-28,2004-01-26,hossam.hatem@gmail.com,56,22,Amman,Dentist,S,Bachelor,116840.0 EUR,Jordan,116840,EUR,125018.8
5028,Lina Mostafa,Lina,Mostafa,F,1984-07-21,2005-02-19,lina.mostafa@gmail.com,41,20,Los Angeles,Dentist,M,High School,12047.08 AUD,United States,12047,AUD,7830.55
5029,Sami Waleed,Sami,Waleed,M,1977-04-03,2001-10-12,sami.waleed@gmail.com,48,24,Toronto,Lawyer,M,High School,141552.0 EGP,Canada,141552,EGP,4529.66
5031,Mostafa Mahmoud,Mostafa,Mahmoud,M,1996-07-15,2023-04-10,mostafa.mahmoud@gmail.com,29,2,Dammam,Data Scientist,M,PhD,63215.0 GBP,Saudi Arabia,63215,GBP,79018.75
5032,Samar Khaled,Samar,Khaled,F,2005-01-26,2023-08-10,skhaled@gmail.com,20,2,New York,Accountant,M,Diploma,5378.67 JPY,United States,5378,JPY,35.49
5033,Amr Sherif,Amr,Sherif,M,1998-10-18,2019-12-07,amr.sherif@gmail.com,27,6,Beirut,Doctor,S,Masters,86902.0 GBP,Lebanon,86902,GBP,108627.5
5034,Aisha Abdelrahman,Aisha,Abdelrahman,F,1971-11-19,2008-02-04,aabdelrahman@gmail.com,54,18,Amman,Teacher,S,Master,130952.0 EUR,Jordan,130952,EUR,140118.64
5036,Yahya Hussein,Yahya,Hussein,M,1967-10-10,1987-04-24,yhussein@gmail.com,57,38,Paris,Civil Engineer,M,Bachelor,9039.33 GBP,France,9039,GBP,11298.75
5038,Samar Waleed,Samar,Waleed,F,1980-07-20,2019-03-15,samar.waleed@gmail.com,45,6,Dubai,Sales Manager,S,High School,93348.0 GBP,United Arab Emirates,93348,GBP,116685.0
5039,Amira Abdelrahman,Amira,Abdelrahman,F,1992-08-24,2022-03-20,aabdelrahman@gmail.com,33,3,Dammam,Pharmacist,M,PhD,4454.5 CAD,Saudi Arabia,4454,CAD,3251.42
5040,Hala Abdullah,Hala,Abdullah,F,2003-05-16,2021-05-07,hala.abdullah@gmail.com,22,4,Mansoura,Civil Engineer,S,Bachelor,5346.58 EUR,Egypt,5346,EUR,5720.22
5041,Aisha Ziad,Aisha,Ziad,F,1989-10-22,2016-02-12,aziad@gmail.com,36,9,New York,Accountant,M,Bachelor,88506.0 JPY,United States,88506,JPY,584.14
5042,Mariam Jamal,Mariam,Jamal,F,1976-06-22,2017-11-06,mariam.jamal@gmail.com,49,8,Muscat,Dentist,S,Diploma,94001.0 EGP,Oman,94001,EGP,3008.03
5043, Ziad Tawfik% ,Ziad,Tawfik,M,1969-10-20,1990-04-23,ziad.tawfik@gmail.com,55,35,Dammam,Civil Engineer,M,Bachelor,9460.08 GBP,Saudi Arabia,9460,GBP,11825.0
5044,Rafik Zaki#,Rafik,Zaki,M,1990-09-25,2022-06-01,rafik.zaki@gmail.com,35,4,Beirut,Pharmacist,S,Bachelor,5287.33 JPY,Lebanon,5287,JPY,34.89
5045,Kamal Medhat,Kamal,Medhat,M,1989-04-25,2025-03-17,kmedhat@gmail.com,36,0,Paris,Doctor,S,High School,68246.54 EUR,France,68246,EUR,73023.22
5046,Ibrahim Sami,Ibrahim,Sami,M,1983-11-17,2022-10-03,ibrahim.sami@gmail.com,42,3,Amman,Data Scientist,M,Bachelor,55217.0 CAD,Jordan,55217,CAD,40308.41
5048,Hala Fouad,Hala,Fouad,F,1995-02-14,2015-11-30,hala.fouad@gmail.com,30,10,Doha,Mechanical Engineer,S,Diploma,11760.5 EGP,Qatar,11760,EGP,376.32
5049,Khadija Galal,Khadija,Galal,F,2000-04-28,2023-07-03,khadija.galal@gmail.com,25,2,Rabat,Civil Engineer,S,Master,4483.08 USD,Morocco,4483,USD,4483.0
5050,Noha Waleed,Noha,Waleed,F,1991-11-10,2017-09-19,noha.waleed@gmail.com,34,8,Berlin,Teacher,S,High School,8246.83 JPY,Germany,8246,JPY,54.42
5051,Zaki Nashaat,Zaki,Nashaat,M,1987-06-06,2013-09-24,znashaat@gmail.com,38,12,Sydney,Financial Analyst,S,High School,135104.0 USD,Australia,135104,USD,135104.0
5052,Yahya Saad,Yahya,Saad,M,2007-07-02,2026-01-26,yahya.saad@gmail.com,17,0,Mansoura,Civil Engineer,M,Bachelor,53232.0261038961 GBP,Egypt,53232,GBP,66540.0
5053,Reem Eslam,Reem,Eslam,F,1977-01-19,2008-02-02,reem.eslam@gmail.com,48,18,Dammam,Engineer,S,Masters,11428.75 GBP,Saudi Arabia,11428,GBP,14285.0
5054,Jamal Mostafa,Jamal,Mostafa,M,1969-05-03,1995-04-15,jamal.mostafa@gmail.com,56,30,Alexandria,Accountant,S,Masters,103874.0 GBP,Egypt,103874,GBP,129842.5
5055,Mohamed Zaki,Mohamed,Zaki,M,1982-10-23,2017-10-05,mzaki@gmail.com,43,8,Amman,Civil Engineer,S,Masters,83740.0 EUR,Jordan,83740,EUR,89601.8
5057,Yasmeen Nashaat,Yasmeen,Nashaat,F,1987-02-18,2024-08-26,ynashaat@gmail.com,38,1,Seoul,Data Scientist,M,High School,51674.75681818181 USD,South Korea,51674,USD,51674.0
5058,Nour Tamer,Nour,Tamer,F,1968-11-12,2000-02-02,nour.tamer@gmail.com,56,26,Paris,Architect,M,High School,8492.83 USD,France,8492,USD,8492.0
5059,Ali Abdullah,Ali,Abdullah,M,1978-07-03,2000-03-09,ali.abdullah@gmail.com,47,25,São Paulo,Civil Engineer,M,Diploma,9834.42 CAD,Brazil,9834,CAD,7178.82
5060,Nashaat Ahmed,Nashaat,Ahmed,M,1998-07-01,2024-03-24,nahmed@gmail.com,27,1,Mexico City,Pharmacist,M,Master,50610.34263157895 AUD,Mexico,50610,AUD,32896.5
5061,Hussein Nabil,Hussein,Nabil,M,1966-08-05,1989-10-30,hussein.nabil@gmail.com,58,36,Rabat,Nurse,S,Bachelor,124689.0 USD,Morocco,124689,USD,124689.0
5062,Fatima Sami,Fatima,Sami,F,2001-08-07,2022-08-24,fatima.sami@gmail.com,24,3,Dubai,Civil Engineer,S,Diploma,68533.0 EUR,United Arab Emirates,68533,EUR,73330.31
5063,Ahmed Eslam,Ahmed,Eslam,M,1983-12-01,2008-09-03,ahmed.eslam@gmail.com,42,17,Alexandria,Doctor,M,PhD,8666.25 GBP,Egypt,8666,GBP,10832.5
5064,Ziad Maged,Ziad,Maged,M,1977-02-28,2009-10-21,zmaged@gmail.com,48,16,London,Teacher,S,PhD,8437.08 GBP,United Kingdom,8437,GBP,10546.25
5065, Rania Tamer ,Rania,Tamer,F,2000-07-25,2025-06-08,rania.tamer@gmail.com,25,0,São Paulo,Nurse,S,Bachelor,69719.07913043478 AUD,Brazil,69719,AUD,45317.35
5066,Menna Galal,Menna,Galal,F,2004-12-28,2022-05-29,mgalal@gmail.com,21,3,Cape Town,Engineer,S,Diploma,5269.92 EUR,South Africa,5269,EUR,5637.83
5067,Kamal Hany,Kamal,Hany,M,1974-12-19,1993-08-13,khany@gmail.com,51,32,Bangkok,Pharmacist,M,Masters,12237.75 GBP,Thailand,12237,GBP,15296.25
5069,Esraa Waleed,Esraa,Waleed,F,1971-04-01,2004-08-20,esraa.waleed@gmail.com,54,21,London,Data Scientist,S,Diploma,103109.0 EUR,United Kingdom,103109,EUR,110326.63
5070,Mariam Kareem,Mariam,Kareem,F,1973-04-19,1994-10-20,mariam.kareem@gmail.com,52,31,Beirut,Sales Manager,S,Bachelor,138280.0 USD,Lebanon,138280,USD,138280.0
5072,Ziad Zaki,Ziad,Zaki,M,1978-06-21,2020-05-11,ziad.zaki@gmail.com,47,5,New York,Dentist,M,PhD,7875.5 JPY,United States,7875,JPY,51.98
5073,Medhat Ramy,Medhat,Ramy,M,1972-06-22,2005-10-28,medhat.ramy@gmail.com,53,20,Amman,Pharmacist,S,Master,102831.0 EUR,Jordan,102831,EUR,110029.17
5074,Lina Galal,Lina,Galal,F,1979-06-16,2009-09-03,lina.galal@gmail.com,46,16,Cape Town,Accountant,M,High School,11941.0 JPY,South Africa,11941,JPY,78.81
5075,Adel Tamer,Adel,Tamer,M,1966-11-08,2018-09-09,adel.tamer@gmail.com,58,7,Moscow,Financial Analyst,M,Diploma,8165.5 AUD,Russia,8165,AUD,5307.25
5076,Samar Yahya,Samar,Yahya,F,1982-04-24,2017-08-23,syahya@gmail.com,43,8,Dammam,Accountant,M,High School,88024.0 USD,Saudi Arabia,88024,USD,88024.0
5077,Hatem Hassan,Hatem,Hassan,M,1978-04-09,2021-08-18,hatem.hassan@gmail.com,47,4,Riyadh,Engineer,M,Bachelor,4432.08 CAD,Saudi Arabia,4432,CAD,3235.36
