Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Hossam Ihab,Hossam,Ihab,M,19-04-1995,24-11-2024,hossam.ihab@gmail.com,30.0,1,"Abu Dhabi, UAE",Teacher,Single,Diploma,
Ihab Ihab,Ihab,Ihab,M,1970/07/06,2014/02/22,IHAB.IHAB@GMAIL.COM,55.0,11,"Bangkok, Thailand",DOCTEUR,,B.Sc.,126318.0 EGP
 Rana Sherif ,Rana,Sherif,F,1998/04/27,2019/03/22,rsherif@gmail.com,27.0,6,"Paris, France",Business Analyst,Married,Masters,5926.25 EUR
Hossam Youssef,Hossam,Youssef,M,1980/05/06,2006/01/05,hossam.youssef@gmail.com,45.0,20,"Mansoura, Egypt",EleCTricAl ENGinERe,Married,M.Sc.,9807.58 CAD
Hamza Maged,Hamza,Maged,M,03/18/1994,09/25/2017,hmaged@gmail.com,31.0,8,"Mumbai, India",software devloper,Single,Diploma,6558.58 JPY
Ayman Latif,Ayman,Latif,M,1982/12/27,2018/06/10,ayman.latif@gmail.com,43.0,7,"Mansoura, Egypt",Pharmacist,Married,B.Sc.,8059.25 EGP
Wafaa Wahid,Wafaa,Wahid,F,2003/01/27,2025/03/31,wafaa.wahid@gmail.com,22.0,0,"Abu Dhabi, UAE",TECHER,Married,PhD,
Fouad Kareem,Fouad,Kareem,M,1992/08/16,2018/01/04,fouad.kareem@gmail.com,33.0,8,"Sydney, Australia",nurse,Married,BS,7521.25 EUR
Nour Mahmoud,Nour,Mahmoud,F,17-06-1974,13-06-2019,nour.mahmoud@gmail.com,51.0,6,"London, UK",Nurse,,High School,6768.08 JPY
Zainab Zaki,Zainab,Zaki,F,12-02-1974,13-04-2017,zainab.zaki@gmail.com,51.0,8,"Beirut, Lebanon",Graphic Designer,Married,Diploma,5952.92 CAD
Nour Osama,Nour,Osama,F,21-12-2004,29-05-2023,nour.osama@gmail.com,21.0,2,"Muscat, Oman",doctor,Married,BS,4829.67 GBP
Mostafa Ziad,Mostafa,Ziad,M,1974/11/02,2012/01/23,mziad@gmail.com,51.0,14,"São Paulo, Brazil",civIL EnGiNEar,S,Diploma,101273.0 GBP
Jamal Osama,Jamal,Osama,M,2003/05/04,2022/08/15,jamal.osama@gmail.com,22.0,3,"São Paulo, Brazil",Sales Manager,Married,High School,5490.75 EGP
Waleed Abdelrahman,Waleed,Abdelrahman,M,18-05-1984,18-04-2022,waleed.abdelrahman@gmail.com,41.0,3,"Abu Dhabi, UAE",nurse,Single,PhD,5129.75 CAD
Khalil Ashraf,Khalil,Ashraf,M,11/03/1993,05/04/2014,khalil.ashraf@gmail.com,32.0,11,"Doh@, Q@t@r",Architect,Single,Diploma,10596.67 AUD
Hanan Tarek,Hanan,Tarek,F,27-07-1993,21-09-2013,hanan.tarek@gmail.com,32.0,12,"Istanbul, Turkey",ARChitecT,M,Diploma,127040.0 GBP
Lina Yahya,Lina,Yahya,F,09/27/1972,07/30/2001,lina.yahya@gmail.com,53.0,24,"Mexico City, Mexico",Nurse,Single,BS,113120.0 EGP
Hatem Hamza,Hatem,Hamza,M,02/03/2003,02/20/2023,hatem.hamza@gmail.com,22.0,2,"Kuwait City, Kuwait",Data Scientst,Married,Masters,54062.0 GBP
Nader Ali,Nader,Ali,M,09/18/1981,08/11/2014,nader.ali@gmail.com,44.0,11,"Paris, France",Data Scinetist,Single,Bachelor,10034.5 AUD
Sami Waleed,Sami,Waleed,M,1986/10/23,2014/05/11,SWALEED@GMAIL.COM,39.0,11,"Doha, Qatar",Lawyer,Married,Masters,11983.25 GBP
Sana Fady,Sana,Fady,F,05-03-1987,25-05-2017,sana.fady@gmail.com,38.0,8,"Sharjah, UAE",Engineer,,Bachelor,6618.67 AUD
Ihab Jamal,Ihab,Jamal,M,20-07-1970,20-08-1997,ihab.jamal@gmail.com,55.0,28,"Bangkok, Thailand",Sales Manager,Single,High School,10889.67 USD
Salma Rafik,Salma,Rafik,F,1989/02/01,2008/07/13,salma.rafik@gmail.com,36.0,17,"Bangkok, Thailand",Financial Analyst,Married,B.Sc.,11125.25 EGP
 Youssef Yahya ,Youssef,Yahya,M,13-07-1976,04-06-1994,youssef.yahya@gmail.com,49.0,31,"Beirut, Lebanon",ARcHIteCT,Married,PhD,12281.5 EGP
Noha Mostafa,Noha,Mostafa,F,14-07-2007,01-06-2025,noha.mostafa@gmail.com,,0,"Mexico City, Mexico",Nurse,Married,Masters,
Khadija Ahmed,Khadija,Ahmed,F,02/03/1971,07/27/1991,khadija.ahmed@gmail.com,54.0,34,"Seoul, South Korea",SAlEs manAGer,Single,High School,11448.58 JPY
Medhat Tawfik,Medhat,Tawfik,M,07/05/1968,04/15/1992,medhat.tawfik@gmail.com,nan,33,"Amman, Jordan",Pharmacist,Single,BS,12332.58 CAD
Khalil Tarek,Khalil,Tarek,M,04/02/2004,07/08/2024,khalil.tarek@gmail.com,21.0,1,"Moscow, Russia",Doctor,M,BS,
Khalil Nabil,Khalil,Nabil,M,1975/10/08,2017/04/03,khalil.nabil@gmail.com,50.0,8,"London, UK",Financial Analyst,Married,PhD,6078.58 EUR
Rana Wahid,Rana,Wahid,F,25-04-1981,20-08-2014,rana.wahid@gmail.com,44.0,11,"Moscow, Russia",Engineer,S,Bachelor,142730.0 CAD
Maged Eslam,Maged,Eslam,M,05-06-1994,25-06-2012,meslam@gmail.com,31.0,13,"Dammam, KSA",Civil Enginear,Married,B.Sc.,100456.0 USD
Hatem Bassem,Hatem,Bassem,M,1994/03/27,2025/01/21,hatem.bassem@gmail.com,31.0,1,"Bangkok, Thailand",Electrical Engineer,Unknown,Diploma,
Ahmed Sami,Ahmed,Sami,M,1979/09/06,2013/12/09,asami@gmail.com,46.0,12,"Riyadh, KSA",Teacher,Married,High School,129929.0 JPY
Ayman Sami,Ayman,Sami,M,25-10-1965,16-12-2012,ayman.sami at gmail.com,,13,"Dubai, UAE",Nurse,Single,Bachelor,143070.0 JPY
Youssef Abdullah,Youssef,Abdullah,M,08/27/1981,09/06/2022,youssef.abdullah@gmail.com,44.0,3,"Tokyo, Japan",Architect,Single,High School,51554.0 EUR
Nabil Omar,Nabil,Omar,M,2004/10/11,2025/06/10,nabil.omar@gmail.com,21.0,0,"Doha, Qatar",Civil Engineer,Single,M.Sc.,
Rania Amr,Rania,Amr,F,09/16/1994,06/30/2013,ramr@gmail.com,31.0,12,"Paris, France",nurse,Married,BS,143646.0 USD
Sana Latif,Sana,Latif,F,04/19/1969,12/16/1991,sana.latif@gmail.com,,34,"Mexico City, Mexico",Accountant,Single,Bachelor,118365.0 EGP
Esraa Jamal,Esraa,Jamal,F,01/22/1984,11/07/2016,esraa.jamal@gmail.com,41.0,9,"Mexico City, Mexico",Engineer,Unknown,Bachelor,7953.33 EGP
Hanan Tamer,Hanan,Tamer,F,16-11-1997,26-04-2025,hanan.tamer@gmail.com,28.0,0,"Seoul, South Korea",ARCHITECT,Married,PhD,
Sara Rafik,Sara,Rafik,F,16-12-1980,14-08-2021,sara.rafik@gmail.com,45.0,4,"Dubai, UAE",Financial Analyst,S,PhD,65959.0 GBP
Tarek Medhat,Tarek,Medhat,M,02/27/2006,01/15/2026,tmedhat@gmail.com,,0,"Dammam, KSA",Business Annalyst,Single,Diploma,
Dina Mohamed,Dina,Mohamed,F,03/16/1980,02/16/2003,dina.mohamed@gmail.com,45.0,23,"Cairo, Egypt",accountant,M,BS,107109.0 EUR
Wahid Nashaat,Wahid,Nashaat,M,2000/11/15,2021/12/21,wahid.nashaat at gmail.com,25.0,4,"London, UK",Engineer,Single,B.Sc.,61458.0 EUR
Lobna Galal,Lobna,Galal,F,01/14/2007,12/26/2025,lobna.galal@gmail.com,,0,"Los Angeles, USA",Sales Manager,S,M.Sc.,
Noha Ashraf,Noha,Ashraf,F,1979/03/04,1997/08/17,noha.ashraf@gmail.com,46.0,28,"Abu Dhabi, UAE",Sales Manager,Married,Masters,9805.33 EGP
Dina Bassem,Dina,Bassem,F,15-04-1979,01-11-1997,dina.bassem@gmail.com,46.0,28,"Cape Town, South Africa",Data Scientist,Single,Diploma,107269.0 GBP
Zainab Latif,Zainab,Latif,F,05-07-1980,22-11-2021,zainab.latif@gmail.com,45.0,4,"Buenos Aires, Argentina",Civil Engineer,Married,M.Sc.,5017.67 USD
Eslam Fady,Eslam,Fady,M,01/17/1992,01/15/2017,efady@gmail.com,33.0,9,"Cairo, Egypt",software developer,Married,PhD,78228.0 EGP
Heba Mohamed,Heba,Mohamed,F,22-05-1972,28-03-2024,heba.mohamed@gmail.com,53.0,1,"Doha, Qatar",Software Developper,Married,B.Sc.,
Sherif Ziad,Sherif,Ziad,M,1982/04/22,2009/02/22,sziad@gmail.com,43.0,16,"Bangkok, Thailand",sales manager,Married,PhD,9654.83 CAD
Ali Nashaat,Ali,Nashaat,M,08-12-1996,07-12-2020,ali.nashaat@gmail.com,29.0,5,"Cape Town, South Africa",Electrical Engineer,,B.Sc.,85637.0 GBP
Reem Medhat,Reem,Medhat,F,11/05/1978,02/25/2008,rmedhat@gmail.com,47.0,17,"Paris, France",Teacher,Married,Masters,103148.0 CAD
Rana Ashraf,Rana,Ashraf,F,06-10-1990,27-07-2013,rana.ashraf@gmail.com,35.0,12,"Paris, France",accountant,Married,Bachelor,137572.0 CAD
Samar Saad,Samar,Saad,F,06/14/1993,11/03/2021,samar.saad@gmail.com,32.0,4,"Alexandria, Egypt",Data Scientist,Married,M.Sc.,5656.75 AUD
Sami Hatem,Sami,Hatem,M,05/27/1972,03/17/2013,shatem@gmail.com,53.0,12,"Riyadh, KSA",sales maneger,Unknown,M.Sc.,11817.75 EGP
Ahmed Kareem,Ahmed,Kareem,M,07/11/1971,05/31/1991,AHMED.KAREEM@GMAIL.COM,54.0,34,"Dammam, KSA",ACCOUNTANT,Single,Masters,9922.83 AUD
Yasmeen Abdelrahman,Yasmeen,Abdelrahman,F,2007/11/22,2026/01/12,yasmeen.abdelrahman@gmail.com,,0,"Kuwait City, Kuwait",Engineer,Married,M.Sc.,
Esraa Youssef,Esraa,Youssef,F,1979/10/22,2006/03/09,esraa.youssef@gmail.com,46.0,19,"Istanbul, Turkey",BUSINESS ANALIST,Married,BS,9017.42 GBP
Hassan Osama,Hassan,Osama,M,05/26/1987,06/03/2013,hassan.osama@gmail.com,38.0,12,"Alexandria, Egypt",elEctrIcal engiNeEr,Married,B.Sc.,9611.42 EUR
Amr Fouad,Amr,Fouad,M,22-03-1970,26-07-1991,afouad@gmail.com,55.0,34,"Dubai, UAE",Nurse,Married,Diploma,124208.0 AUD
Youssef Kareem,Youssef,Kareem,M,1999/10/07,2020/11/12,ykareem@gmail.com,26.0,5,"Los Angeles, USA",Teacher,Single,PhD,6958.83 CAD
Sherif Ibrahim,Sherif,Ibrahim,M,04-09-1987,14-03-2025,sherif.ibrahim@gmail.com,38.0,0,"Cape Town, South Africa",sales manager,Single,M.Sc.,
Lina Nader,Lina,Nader,F,01/28/1972,11/22/2009,lina.nader@gmail.com,53.0,16,"Dubai, UAE",Electrical Engineer,Single,M.Sc.,111261.0 EUR
Hassan Galal,Hassan,Galal,M,2007/03/22,2025/09/09,hgalal@gmail.com,,0,"Abu Dhabi, UAE",pHArMacIST,Single,BS,
Hossam Nashaat,Hossam,Nashaat,M,01-06-1982,17-12-2023,hossam.nashaat@gmail.com,43.0,2,"New York, USA",civil engineer,Single,Bachelor,53999.0 USD
Hala Wael,Hala,Wael,F,07-03-2001,05-03-2022,hala.wael@gmail.com,24.0,3,"Muscat, Oman",Lawyer,Married,Bachelor,67128.0 EGP
Mostafa Fady,Mostafa,Fady,M,07-02-1974,19-05-1995,mfady@gmail.com,51.0,30,"Doha, Qatar",Pharmacist,Single,High School,12150.17 EUR
Yasmeen Hamza,Yasmeen,Hamza,F,07-11-1974,19-06-2024,yasmeen.hamza@gmail.com,51.0,1,"Paris, France",Data Scientist,Married,Diploma,
Ashraf Hossam,Ashraf,Hossam,M,15-05-1970,12-10-2013,ashraf.hossam@gmail.com,55.0,12,"M@nsour@, Egypt",Civil Engineer,S,Bachelor,137223.0 EGP
Amira Tamer,Amira,Tamer,F,1974/04/17,2017/09/30,amira.tamer@gmail.com,51.0,8,"Istanbul, Turkey",Nurse,,B.Sc.,80344.0 AUD
Nabil Galal,Nabil,Galal,M,08/06/1976,03/29/2009,ngalal@gmail.com,49.0,16,"Cape Town, South Africa",GRAphiC DeSIGnER,Married,Masters,112359.0 EUR
Rafik Hassan,Rafik,Hassan,M,06/25/2002,12/09/2022,rafik.hassan@gmail.com,23.0,3,"Sydney, Australia",Graphic Designer,Married,PhD,5832.25 EGP
Samar Mahmoud,Samar,Mahmoud,F,04-10-1983,29-07-2025,smahmoud@gmail.com,42.0,0,"Rabat, Morocco",Sales Manager,Married,Bachelor,
Tamer Latif,Tamer,Latif,M,2007/06/16,2026/02/08,tlatif@gmail.com,,0,"London, UK",doctor,Married,Bachelor,
Kareem Hassan,Kareem,Hassan,M,1979/05/18,2013/01/05,kareem.hassan@gmail.com,46.0,13,"Mansoura, Egypt",Graphic Designer,Married,High School,11698.0 CAD
Ibrahim Saad,Ibrahim,Saad,M,01/01/1965,09/15/2001,isaad@gmail.com,,24,"Los Angeles, USA",ciVIL eNgiNeER,Married,PhD,110758.0 EGP
Bassem Hesham,Bassem,Hesham,M,04-04-1970,22-06-2009,bassem.hesham@gmail.com,55.0,16,"New York, USA",Financial Analyst,Unknown,Bachelor,8358.83 USD
Lobna Galal,Lobna,Galal,F,21-05-1990,22-06-2008,lobna.galal@gmail.com,35.0,17,"Kuwait City, Kuwait",Architect,Married,M.Sc.,9628.08 AUD
Heba Mahmoud,Heba,Mahmoud,F,16-02-1982,11-01-2008,heba.mahmoud@gmail.com,43.0,18,"Buenos Aires, Argentina",Financial Analyst,Married,Bachelor,11311.92 EUR
Reem Saad,Reem,Saad,F,16-04-1985,16-11-2004,reem.saad@gmail.com,40.0,21,"Beijing, China",ELeCTrIcal eNGINeeR,Single,PhD,9426.83 EGP
Hassan Hesham,Hassan,Hesham,M,2003/08/04,2024/01/10,hassan.hesham@gmail.com,22.0,2,"Kuwait City, Kuwait",Mechanical Engineer,Married,High School,4353.08 EGP
Hossam Omar,Hossam,Omar,M,16-05-1969,22-01-1991,homar@gmail.com,,35,"Istanbul, Turkey",Architect,Married,PhD,124950.0 JPY
Jamal Khaled,Jamal,Khaled,M,1970/06/27,2019/07/08,jamal.khaled@gmail.com,55.0,6,"Kuwait City, Kuwait",PHARMACIST,Unknown,Diploma,96626.0 AUD
Hala Hatem,Hala,Hatem,F,1986/07/21,2015/10/30,hhatem@gmail.com,39.0,10,"Dammam, KSA",Mechanical Engineer,Single,Diploma,11851.5 GBP
Salma Mahmoud,Salma,Mahmoud,F,1972/07/12,2016/07/12,salma.mahmoud at gmail.com,53.0,9,"New York, USA",ARCHITECT,Married,Bachelor,72902.0 GBP
Fouad Ihab,Fouad,Ihab,M,16-01-1998,14-02-2022,FIHAB@GMAIL.COM,27.0,4,"Bangkok, Thailand",AcCouNTANT,Unknown,Diploma,4253.25 AUD
Kareem Zaki,Kareem,Zaki,M,2003/06/27,2025/06/27,kzaki@gmail.com,22.0,0,"Tokyo, Japan",lawyer,Single,High School,
Ali Kamal,Ali,Kamal,M,14-11-1986,04-11-2018,ali.kamal@gmail.com,39.0,7,"Kuwait City, Kuwait",Data Scientist,Single,Diploma,7029.08 AUD
Kamal Jamal,Kamal,Jamal,M,1997/12/07,2016/03/10,kjamal@gmail.com,28.0,9,"Kuwait City, Kuwait",Doctor,Married,PhD,86794.0 EUR
Nashaat Tarek,Nashaat,Tarek,M,15-02-1996,27-05-2023,ntarek@gmail.com,29.0,2,"Moscow, Russia",Electrical Engineer,Married,Bachelor,5636.92 CAD
Sara Khalil,Sara,Khalil,F,11/13/1997,07/03/2020,sara.khalil@gmail.com,28.0,5,"Mumb@i, Indi@",Electrical Enginear,Single,PhD,85735.0 CAD
Heba Mostafa,Heba,Mostafa,F,1968/12/20,2007/07/12,heba.mostafa@gmail.com,,18,"Rabat, Morocco",Graphic Designer,Single,B.Sc.,9441.5 JPY
Ibrahim Hesham,Ibrahim,Hesham,M,24-06-1971,26-05-1990,ibrahim.hesham@gmail.com,54.0,35,"Dammam, KSA",Pharmacist,Single,Diploma,12166.42 AUD
Nabil Ahmed,Nabil,Ahmed,M,28-06-1997,07-12-2020,nahmed@gmail.com,28.0,5,"Alexandria, Egypt",Graphic Designer,Single,High School,99120.0 EUR
Tamer Nader,Tamer,Nader,M,07-05-2007,02-11-2025,tamer.nader@gmail.com,,0,"Sharjah, UAE",Engineer,Married,PhD,
 Fady Rafik ,Fady,Rafik,M,07/04/1976,10/01/1997,FADY.RAFIK@GMAIL.COM,49.0,28,"Jeddah, KSA",Graphic Designer,Married,Masters,145736.0 JPY
Khadija Khaled,Khadija,Khaled,F,1978/10/19,2006/10/03,khadija.khaled@gmail.com,47.0,19,"Abu Dhabi, UAE",Civil Engineer,Single,M.Sc.,137318.0 GBP
Tawfik Hussein,Tawfik,Hussein,M,1966/12/03,2002/07/03,tawfik.hussein@gmail.com,,23,"Jeddah, KSA",Docteur,Single,BS,10682.17 EUR
Ramy Ahmed,Ramy,Ahmed,M,04-02-1992,14-11-2023,ramy.ahmed@gmail.com,33.0,2,"Alexandria, Egypt",docteur,Married,Bachelor,5509.08 AUD
Asmaa Ibrahim,Asmaa,Ibrahim,F,2002/10/12,2021/03/07,asmaa.ibrahim@gmail.com,23.0,4,"São Paulo, Brazil",Graphic Designer,,PhD,5357.0 EUR
Galal Hussein,Galal,Hussein,M,1969/02/20,2001/08/31,GALAL.HUSSEIN@GMAIL.COM,,24,"Cape Town, South Africa",Data Scientist,Married,Bachelor,102472.0 GBP
Waleed Hatem,Waleed,Hatem,M,05/08/1976,09/05/2015,waleed.hatem@gmail.com,49.0,10,"Sydney, Australia",sALES MaNGer,Single,High School,9556.17 USD
Ghada Ayman,Ghada,Ayman,F,1991/11/01,2024/11/17,ghada.ayman@gmail.com,34.0,1,"Abu Dhabi, UAE",Financial Analyst,Married,Masters,
Nader Fouad,Nader,Fouad,M,06-01-1998,18-10-2023,nader.fouad@gmail.com,27.0,2,"Buenos Aires, Argentina",Lawyer,M,Diploma,4508.75 JPY
Heba Medhat,Heba,Medhat,F,09/03/1980,09/29/2008,heba.medhat@gmail.com,45.0,17,"Los Angeles, USA",Dentist,Married,M.Sc.,11959.83 EGP
Sherif Rafik$,Sherif,Rafik,M,1987/07/22,2009/12/06,sherif.rafik@gmail.com,38.0,16,"Tokyo, Japan",Nurse,Single,Bachelor,12030.83 AUD
Tarek Jamal,Tarek,Jamal,M,12/22/1965,01/03/1997,tjamal@gmail.com,nan,29,"Mexico City, Mexico",Software Develoeper,Married,Bachelor,145663.0 USD
Salma Kareem,Salma,Kareem,F,1971/01/12,1994/01/01,salma.kareem@gmail.com,54.0,32,"London, UK",Lawyer,Married,High School,12407.75 JPY
Mariam Latif,Mariam,Latif,F,01/23/1995,04/20/2015,mariam.latif@gmail.com,30.0,10,"Mexico City, Mexico",Engineer,Single,BS,137071.0 GBP
Nabil Ramy,Nabil,Ramy,M,2002/08/18,2022/02/08,nabil.ramy@gmail.com,23.0,4,"Sydney, Australia",MeChaNicAL engInEeR,Single,Diploma,55834.0 USD
Lina Wahid,Lina,Wahid,F,2000/04/08,2025/08/31,lina.wahid@gmail.com,25.0,0,"Cairo, Egypt",Software Developer,Married,BS,
Asmaa Latif,Asmaa,Latif,F,08/04/2003,01/04/2025,asmaa.latif@gmail.com,22.0,1,"Kuwait City, Kuwait",Graphic Designer,,M.Sc.,
Esraa Wahid,Esraa,Wahid,F,05-04-2006,22-11-2024,ewahid@gmail.com,,1,"Moscow, Russia",Software Developer,Married,M.Sc.,
Samar Rafik,Samar,Rafik,F,1986/04/08,2007/07/21,samar.rafik@gmail.com,39.0,18,"Istanbul, Turkey",Mechanical Engineer,M,Masters,11485.08 GBP
Layla Abdullah,Layla,Abdullah,F,25-09-1984,17-12-2005,layla.abdullah@gmail.com,41.0,20,"New York, USA",Business Analyst,,High School,116826.0 GBP
Ruqayya Tamer,Ruqayya,Tamer,F,1982/11/13,2014/07/27,ruqayya.tamer@gmail.com,43.0,11,"Mexico City, Mexico",SOFTWARE DEVELOPPER,Married,High School,12012.0 CAD
Ahmed Waleed,Ahmed,Waleed,M,1969/01/16,1992/01/10,awaleed@gmail.com,,34,"Mansoura, Egypt",Financial Analyst,S,Bachelor,10847.83 AUD
Osama Ibrahim,Osama,Ibrahim,M,01/11/1979,08/27/2016,oibrahim@gmail.com,46.0,9,"Seoul, South Korea",engineer,,B.Sc.,95335.0 GBP
Aisha Hany,Aisha,Hany,F,1996/07/07,2023/05/16,aisha.hany@gmail.com,29.0,2,"Muscat, Oman",Software Devloper,Single,BS,52843.0 GBP
Hanan Hossam,Hanan,Hossam,F,12/08/1975,05/17/2007,hanan.hossam@gmail.com,50.0,18,"Tokyo, Japan",Accountant,Single,Bachelor,113290.0 EGP
Sara Waleed,Sara,Waleed,F,01/24/1995,07/08/2021,swaleed@gmail.com,30.0,4,"Cape Town, South Africa",Architect,Single,BS,4879.33 EGP
Noha Hossam,Noha,Hossam,F,05/25/1994,05/10/2023,noha.hossam@gmail.com,31.0,2,"Doha, Qatar",Software Developer,M,Diploma,5240.67 AUD
Layla Hassan,Layla,Hassan,F,04-05-1981,20-05-2022,layla.hassan@gmail.com,44.0,3,"Mansoura, Egypt",Lawyer,Married,Diploma,4822.42 EGP
 Hossam Eslam ,Hossam,Eslam,M,02-10-1996,20-03-2015,heslam@gmail.com,29.0,10,"Dubai, UAE",Sales Managr,Married,Diploma,10748.25 AUD
Sara Hossam,Sara,Hossam,F,11-02-1983,10-11-2024,sara.hossam@gmail.com,42.0,1,"Cape Town, South Africa",Nurse,Single,Bachelor,
Ihab Latif,Ihab,Latif,M,01-05-1970,06-01-2015,ihab.latif@gmail.com,55.0,11,"Cape Town, South Africa",Financial Analist,Married,BS,10472.5 JPY
Khalil Kareem,Khalil,Kareem,M,12/27/2003,11/21/2023,khalil.kareem@gmail.com,22.0,2,"London, UK",PHARMACIST,Married,High School,4185.92 AUD
Ali Wahid,Ali,Wahid,M,25-02-1988,04-09-2021,awahid@gmail.com,37.0,4,"Mansoura, Egypt",Mechanical Engineer,Married,Masters,4960.67 CAD
Amal Ayman,Amal,Ayman,F,06/08/1968,08/02/2001,aayman@gmail.com,,24,"Abu Dhabi, UAE",Electrical Engineer,Single,High School,111458.0 CAD
Ghada Youssef,Ghada,Youssef,F,01/28/1980,01/06/2025,ghada.youssef@gmail.com,45.0,1,"Bangkok, Thailand",BUSINESS ANALYST,Single,B.Sc.,
Dina Wahid,Dina,Wahid,F,18-08-1970,18-06-1990,dina.wahid@gmail.com,55.0,35,"New York, USA",Docter,Unknown,Bachelor,108336.0 GBP
Bassem Kamal,Bassem,Kamal,M,04/02/1972,06/19/2012,bassem.kamal@gmail.com,53.0,13,"Bangkok, Thailand",Financial Analyst,Single,BS,11862.5 CAD
Hanan Ramy,Hanan,Ramy,F,1974/11/23,2024/04/24,hanan.ramy@gmail.com,51.0,1,"Doha, Qatar",Nurse,M,BS,
Yasmeen Maged,Yasmeen,Maged,F,1976/03/25,1999/03/29,yasmeen.maged@gmail.com,49.0,26,"Sydney, Australia",Dentist,Married,Diploma,143738.0 CAD
Kamal Ayman,Kamal,Ayman,M,26-10-1987,21-02-2016,kayman@gmail.com,38.0,9,"Amman, Jordan",Graphic Designer,Married,B.Sc.,76825.0 GBP
Fouad Hatem,Fouad,Hatem,M,09-12-1970,25-12-2012,fouad.hatem@gmail.com,55.0,13,"Alexandria, Egypt",mecHAnical ENgIneeR,M,Diploma,111955.0 AUD
Osama Ibrahim,Osama,Ibrahim,M,2002/04/07,2025/08/28,osama.ibrahim@gmail.com,23.0,0,"Sharjah, UAE",DATA SCINETIST,Married,B.Sc.,
Nashaat Amr,Nashaat,Amr,M,21-01-1999,12-07-2021,nashaat.amr@gmail.com,26.0,4,"Muscat, Oman",Dentist,Married,Diploma,5687.0 EGP
Salma Youssef,Salma,Youssef,F,1968/02/13,2014/01/30,salma.youssef@gmail.com,,12,"Seoul, South Korea",Dentist,Married,M.Sc.,10787.67 USD
Fouad Rafik,Fouad,Rafik,M,1968/06/27,2002/10/11,frafik@gmail.com,,23,"Riyadh, KSA",Civil Engineer,Single,M.Sc.,140359.0 JPY
Abdelrahman Kamal,Abdelrahman,Kamal,M,11/02/2006,08/26/2024,abdelrahman.kamal@gmail.com,,1,"Mansoura, Egypt",Architect,Single,High School,
Radwa Rafik,Radwa,Rafik,F,02/01/1997,06/06/2019,RRAFIK@GMAIL.COM,28.0,6,"Muscat, Oman",Civil Engineer,Single,Bachelor,84019.0 EUR
Mohamed Ashraf,Mohamed,Ashraf,M,27-09-1989,29-07-2012,mohamed.ashraf@gmail.com,36.0,13,"Cape Town, South Africa",Nurse,Married,High School,147300.0 USD
Mohamed Hussein,Mohamed,Hussein,M,18-12-1991,02-05-2022,mhussein@gmail.com,34.0,3,"Sydney, Australia",Electrical Engineer,S,M.Sc.,64925.0 JPY
Noha Osama,Noha,Osama,F,02/04/1997,07/07/2025,noha.osama@gmail.com,28.0,0,"Mexico City, Mexico",Lawyer,Married,BS,
Lina Ziad,Lina,Ziad,F,1993/10/18,2015/05/09,lina.ziad@gmail.com,32.0,10,"Moscow, Russia",business annalyst,Married,High School,135661.0 EGP
Khadija Rafik,Khadija,Rafik,F,1985/12/24,2018/09/09,krafik@gmail.com,40.0,7,"New York, USA",Software Developer,Single,Bachelor,70672.0 EGP
Hassan Sami,Hassan,Sami,M,06/09/1971,09/03/2005,hsami@gmail.com,54.0,20,"New York, USA",NURSE,Single,B.Sc.,104857.0 CAD
Mostafa Bassem,Mostafa,Bassem,M,1984/08/18,2005/07/17,mostafa.bassem@gmail.com,41.0,20,"Istanbul, Turkey",Dentist,Single,Diploma,145399.0 GBP
Lobna Saad,Lobna,Saad,F,1970/04/11,2010/04/08,lobna.saad@gmail.com,55.0,15,"Beirut, Lebanon",Data Scientist,S,Bachelor,138671.0 CAD
Layla Abdullah,Layla,Abdullah,F,11/04/1988,04/10/2021,layla.abdullah at gmail.com,37.0,4,"Alexandria, Egypt",Engineer,S,Diploma,61833.0 EUR
Sara Hatem,Sara,Hatem,F,07-04-1997,18-11-2022,shatem@gmail.com,28.0,3,"Mumbai, India",Nurse,Married,PhD,63436.0 CAD
Omar Tawfik,Omar,Tawfik,M,1980/12/21,2007/11/01,otawfik@gmail.com,45.0,18,"Berlin, Germany",Civil Engineer,Single,Bachelor,112608.0 EGP
Wahid Amr,Wahid,Amr,M,06-04-1995,10-01-2022,wahid.amr at gmail.com,30.0,4,"Paris, France",Lawyer,Married,B.Sc.,4382.17 EUR
Sherif Ramy,Sherif,Ramy,M,11-05-1997,31-01-2017,sherif.ramy@gmail.com,28.0,9,"Paris, France",Civil Enginear,Single,Masters,7084.92 EGP
Ibrahim Amr%,Ibrahim,Amr,M,2003/03/04,2022/10/27,IBRAHIM.AMR@GMAIL.COM,22.0,3,"Riyadh, KSA",TEAcher,M,Bachelor,5363.92 EUR
Yahya Hamza,Yahya,Hamza,M,04/01/1972,09/17/1997,yahya.hamza@gmail.com,53.0,28,"Sydney, Australia",ACCOUNTANT,Single,M.Sc.,103118.0 EUR
Dina Mahmoud,Dina,Mahmoud,F,1968/12/21,1989/11/05,DMAHMOUD@GMAIL.COM,,36,"Kuwait City, Kuwait",Data Scientist,Married,BS,8475.33 GBP
Ruqayya Fouad,Ruqayya,Fouad,F,2000/07/02,2023/12/20,rfouad@gmail.com,25.0,2,"Cairo, Egypt",Civil Engineer,Single,B.Sc.,4275.58 EGP
